tweet,label
Nie panstwo islamskie a majdan rozpoczal wojne. A teraz za zaslona islamu kontynlacja dalszego biegu.Prosze zawsze do korzeni sie odnosic.,normal
DLACZEGO JEDNOSTRONNIE ZMIENIACIE USTALENIA I ATAKUJECIE PO,normal
"Partia Ryszarda Petru złożyła trzy pierwsze projekty ustaw. .Nowoczesna pokazała swoje priorytety â zniszczenie ruchu związkowego, uzależnienie partii politycznych od pieniędzy sponsorów oraz zwiększenie wpływu koncernów medialnych na wynik wyborów. (...) O tym, że Ryszard Petru chce być przedstawicielem ludzi zamożnych, wiadomo od dawna. Dziś dowiedzieliśmy się, że jego zdaniem tylko zamożni zasługują na demokrację
Ryszard Petru chce, aby biedniejsze partie dostawały z budżetu tylko tyle, ile najpierw same zbiorą od sympatyków i sponsorów. 
Skutek jest łatwy do przewidzenia: partie popierane przez bogatych będą coraz bogatsze, partie reprezentujące niezamożnych i wykluczonych â coraz słabsze. Polska polityka wpadnie w ręce elit finansowych",normal
ja gdybym się dowiedział że wp zostaje zastąpiona faktem też bym ryknął smiechem toż to news na skale światową,normal
"Ukończył studia z dziedziny politologii na Uniwersytecie im. Adama Mickiewicza w Poznaniu. Był pracownikiem Socjalistycznego Związku Studentów Polskich (1979â1982). W latach 1982â1990 pracował dla ""Trybuny Ludu"", był m.in. korespondentem w Moskwie. Po upadku PRL przeszedł do ""Trybuny"", której redaktorem naczelnym był w latach 2005â2006. Zastąpił na tym stanowisku Marka Barańskiego, który po kilku miesiącach powrócił na stanowisko. 14 grudnia 2007 ponownie zmienił Barańskiego, obejmując funkcję redaktora naczelnego dziennika, którą sprawował aż do ukazania się ostatniego numeru.",normal
Oglądał zapewne zabawy kotów w serwisie youtube i przez to ten śmiech.,normal
"Dlaczego każdy niemal temat w komentarzach zaczynany jest od petru ,petru to petru tamto wygląda to na zorganizowaną akcje i tak od kilku tygodni. I zaraz usłysze że jestem powiec albo leming etc. Pozdrawiam przytomnych",normal
@PolakMały... czyli jest już rozgrzeszony?,normal
"mam nadzieje, ze to będzie konstruktywne spotkanie, Donald Tusk w końcu opowie się za swoim narodem, chyba poczuł wstyd ( sprawy PIS kontra PO) . Zrozumiał, ze PIS i PO to Polska. Swoje partyjne spory powinni zostawić w Polsce - a nie być pośmiewiskiem świata. nie wiem, kiedy jedni i drudzy to zrozumieją. Polska to fantastyczny naród , który zasłużył na równe traktowanie w UE",normal
Ja też popieram prezesa!,normal
"Bardzo dobry pomysł, jeżeli poprowadzi to Max Kolonko to jestem za...",normal
zapraszam na spotkanie ze mną zobaczymy bolku jaki jesteś patriota,normal
Wspaniałe! Takiego prezesa chcemy widzieć częściej!,normal
Zobaczcie w niemczech fala krytyki na merkel za przyjmowanie imigrantĂ´w  a merkel nadal twierdzi że należy ich przyjmować. ?????  Czy ktoś nadal twierdzi że to nie jest realizowany plan zalewu europy islamem.  ???? Wczoraj w rozmowach niedokończonych w R.Maryja myślałem że się przesłyszałem : babka z niemiec pytała jak można załatwiać powrót do Polski tych którzy opuścili nas ( oddali polskie dokumenty) z podwójnym obywatelstwem. ???????? !!!!!  Twierdziła że jest b.dużo chętnych w niemczech do powrotu do Polski tylko  nie wiedzą jak załatwiać ???  !!!!!!  Ale w tvn nadal klimaty że przyjmowanie â Uchodźców.â-??  he he he.  to. powinniśmy i takie tam.  ble ble ble. w stylu multi-kulti :-) Proszę o refleksje i sondę. Przyjmować do Polski - czerwona. Nie przyjmować- zielona. pozdrawiam wszystkich.  :-),normal
"Zaczyna się naprawa Polski, przed którą zdrajcy narodu trzęsą się jakby wiedzieli, że teraz wyjdzie na jaw całe to lichwiarskie oszustwo stosowane przez nich w stosunku do swoich współobywateli.",normal
Zobacz co sie dzieje w Twoim kraju rób porzadek u siebie a od Polski i Polaków trzymaj sie z daleka,normal
"Fajna, inteligentna dziennikarka",normal
"Powiem  więcej :  Bardzo ,  bardzo  dobra  wiadomość .",normal
Mnie to tez rozbawilo :P,normal
to nie panstwo islamskie tylko przygpy oplacani przez pare krajow,normal
Brawo PIS,normal
"Jest przepowiednia która mówi, że Putin uratuje świat przed III wojną światową, oby sięsprawdziła.",normal
"jak cudownie zobaczyć Pana śmiejącego sie.Prosze robic swoje,ma Pan poparcie wiekszości Polaków kochających Ojczyznę tak jak Pan. Życze Panu w Bowym Roku dużo zdrowia i sukcesów dla Polski",normal
Pierwszą kasa dudy dla ludzi to była kasa 4miliardy dla Ukrainy.co się czepiacie wielki PAN jak powiedział ze da dla ludzi to dal,normal
Ciekawe komu zabiorą na pewno wojsku i policji. I zwolnią sprzątaczki.... Przecież sklepy wielkopowierzchniowe zaraz się podziela na dwa sklepy o innych nazwach a VAT.... to dżungla ...jeszcze nikt sobie z tym nie poradził.,normal
Putin,normal
z tym reatingiem to niestety podłość zachodu bo gospodarka ma sie dobrze .  tylko powódki polityczne spowodowaly  obnizke !!! tak dziala polityka nic nie jest prawdą,normal
Jeszcze trzeba odciąć wodę i niech Rosja dostarcza te media,normal
Ale jest to oszustwo wobec reszty dziewczyn,normal
Najpierw musiała by ta demokracja być. Ktoś z was rządził? Pomijam towarzyszy z KC na Wiejskiej.,normal
Ja też się cieszyłem z wczorajszego meczu a CO !,normal
PO ma więcej poparcia niż partia petru.,normal
Mądre dziewczyny nieogłupione propagandą kłamstwami,normal
"Preczytal, ze KE uruchomiła procedurę monitorowania praworządności w Polsce",normal
"tak durnego artykułu dawno nie czytałem , gdzie był autor gdy po prowadziło nas do raju , kraju mlekim i midem płynącego , co z tego wyszło polacy zobaczyli i dlatego wybrali pis",normal
Bardzo dobrze. Niech młodsi zajmą stanowiska,normal
i dobrze mówi!!!,normal
"""Ferwor rozmowy zakłócił przekaz i mógł zakłócić widzom istotę sporu"". Tylko kto prowadził wywiad? Widziałem ten wywiad i to Lewacka zarzucała Glińskiego pytaniami nie pozwalając na dokładną odpowiedź. Dobrze, że już jej nie będzie w TV, ponieważ sposób prowadzenia przez nią programów był bardzo nie profesjonalny. Dobrego dziennikarza poznaje się po tym, że widz nie wie za którą opcją polityczną jest.",normal
"Jestem niewierzący ale nie przeszkadzają mi krzyże w szkołach, urzedach, sejmie itp. Traktuje je jako symbol naszej kultury, fundamenty naszej (chrześcijańskiej) cywilizacji, do której wszyscy z naokoła się pchają i do której nie pasują bo mają w sobie zakodowane inne wychowanie, inną cywilizację. Zazdroszczą nam, ale aby stali sie takimi jak my muszą porzucić islam - co jest możliwe, i zmienić kulturę - co jest niemożliwe. I dlatego próby ich zintegrowania w Europie nie będą skuteczne.

Całkowicie się zgadzam z główną opinią. Są jeszcze na świecie ludzie którzy własciwie i bez emocji (np związanych z krzyżami) rozumują.
Pozdrawiam",normal
on już zszedł dawno odkąd yoka zaczął reżyserować kiepskich.,normal
"Kupony z małego lotka też przyniesie?
Te o których żonka pisała- Lechu to miał szczęście... Nigdzie nie pracował, a pieniądze do domu przynosił!",normal
"Były Prez. Bronisław Komorowski w RMF FM przyznał, że PO i Nowoczesna myślały o porozumieniu. Zaznaczył, że niemal dogadany był wspólny start w wyborach. Jak się okazuje PSL również miało uczestniczyć w tym âprojekcieâ. â Sprzyjałem porozumieniu między tymi wszystkimi 3 środowiskami â PO, Nowoczesną a PSL-em. Było bardzo blisko â powiedział były prezydent. Ryszard Petru wszystkiemu zaprzeczył.",normal
"Tak ""pracuje"" się w sejmie!!!!",normal
widocznie ich to nie interesowało - to i wyszli,normal
lepiej w necie jak po krzeslach :) takie moje skromne zdanie w tym temacie,normal
"Prawdziwa sztuka niestety umarła, teraz hochsztaplerzy próbują zagospodarować lukę",normal
WSZYSTKIE RELIGIE TO ZLO?,normal
Super idea-koniecznie taki kanał jest potrzebny.,normal
lubię fajne babki...powodzenia,normal
"Walcz Pan o prawdę,prezydencie Wałęsa.",normal
"Jasny gwint, jak to dobrze,że mamy takie czujne media!!! Przecież Kaczyński śmieje się nieprzepisowo, trzeba o tym natychmiast poinformować społeczeństwo. Jak on może !!! Osobiście czuję się tym dotknięty.",normal
Chcieli Ruskie Krtmu to mają. Niech dygają z wiaderkami z prądem.,normal
"Szkoda ,że odszedł Kraśko.Dobry dziennikarz.Popieram PIS.Nie wiem co teraz mam myśleć.Zastanowię się.",normal
"Raczej jak prof Pawłowicz robi na drutach ,lub coś koło tego",normal
Panie Lechu nigdy Pan nie był z mojej bajki ale trzymam za Pana kciuki,normal
"Zaczyna się. Im dalej jesteśmy od UE tym częściej Rosja szuka pretekstu by pokazać światu, że Polska jest przeciwko nim. Jak będziemy już poza Unią to Rosja łatwo przekona Europę by nie mieszala się w nasz spór. Wtedy wrogim nastawieniem Polski do Rosji będą tłumaczyli próby podporządkowania sobie naszej Ojczyzny. Szkoda, że niektórzy nie rozumieją, że Poska ma tylko dwie drogi do wyboru - albo z Europą, albo z Rosją. Nie ma nic pośrodku, niestety.",normal
Kevin to juz tradycja. U nas ma nawet swoj talerz na wigilijnym stole i prezent pod choinka.,normal
"A lis i michnik ostrzegali. Bedzie wojna. Napadniemy ruskich i odbijemy wrak. Lemingi na pierwszą linię, z szablami na czołgi.",normal
zamiast pracy to glupoty oglada,normal
"Kto to tłumaczy z ukraińskiego na nasz lub jaki Ukrainiec siedzi w redakcji wp? Napisano: ekipom naprawczym blokuję dostęp do uszkodzeń prawy sektor i zukrainizowani Tatarzy. Ukraina nie zarobi na energii, żywności i innych towarach kupowanych tylko przez Rosję. A patroszenko się bogaci. Cud mniemany?",normal
"Gdyby chodziły w burkach to by nikt ich palcem nie ruszył,więc czyja to wina ? W krajach arabskich do takich ekscesów nie dochodzi.",normal
"Mam ich wiele, tyle że mam dość powtórek i tworzenia ""nowej świeckiej tradycji"". Tak jakby nie było czegoś innego do oglądania.",normal
"Jeszcze raz wyrażę żal i sprzeciw. Bo nic więcej nie mogę. Nic. Rozumiem, że etyka dla każdego dziennikarza jest najważniejsza. I tak musieli uczynić i Pani Karolina Lewicka i Pan Piotr Kraśko. JAK MY, widzowie ocalimy nasze standardy?",normal
przesympatyczny człowiek...:),normal
Niech teraz Putin w taczce dostarcza prąd dla Krymu skoro im obiecywał taki dobrobyt.,normal
tatarzy to terroryści więc będzie odpowiedź Rosjan,normal
"To nie obietnice były głównym lepem dla wyborców PiS-u,ale jasne stanowisko tej partii wobec przyjmowania uchodźców przez Polskę ! uchodzcy pogrążyli PO i ostatecznie wbili gwózdz do trumny tej partii po deklaracji Kopacz o przyjęciu 7 tyś.uchodzców.",normal
"Teraz mozna zobaczyć jaki to z Jarka poczciwy,wesoly człowiek a robia z niego w Polsce i za granica jakieś monstrum.Ja natomiast zawsze darzyłam i darzę Kaczyńskiego sympatią.",normal
...było świetne.,normal
"Wiesław Dębski  "" jest częstym gościem w programach TVN24: Skanerze Politycznym i Loży Prasowej, a także w programie Plusy dodatnie, plusy ujemne. Można go także usłyszeć w audycji Śniadanie w Trójce w Programie Trzecim Polskiego Radia. Obecnie współpracuje z portalem Wirtualna Polska, dla którego pisze felietony i przeprowadza wywiady z politykami.""",normal
PiS DOBRZE ROBI,normal
znowu elektrownia wysiadla ? cos za cieplo jak na ta pore roku,normal
"Bolek zawsze pozostanie Bolkiem,nic tego nie zmieni...
Zaklinanie rzeczywistości nic nie pomoże. Przeszłości nie można odmienić.",normal
BRAWA.DLAWSZYSTKICH.KTURZY.GLOSOWALI.PIS.MISLELISCIE.ZE.DOCZYMAJA.SLOWA.TOSIE.ZAWIEDZIECIE.BONIEBIESKA.BYLA.TYLKO.DLA.WYGRANIA.WYBOROW.UMIELISCIE.SIE.ZWIESC.BLEFOWI.TERAZ.MACIE.PRAWDE.,normal
Jej nazwisko nic mi nie mówi,normal
Kaczyński się śmiał? To zamach na demokrację!!! KODzie ratuj!!!!,normal
"niby przyjechali tu w obawie przed wojną, więc powinni się dostosować, a robią bałagan, gdyby ich nie było, nie byłoby też problemu, wpakować ich na statki i odesłać tam skąd przybyli........",normal
Po pierwsze - nie krytyczni tylko zaślepieni. Do drugie: skarżyła się Niemcom? Póki co granica PL-DE jest otwarta więc radzę korzystać.,normal
"Miejsce islamu jest poza Europa! I mam gdzies fakt, ze moge byc okrzykniety rasista. Obyczajowosc islamska dla mnie jest nie do przyjecia. Jesli komus ""uprano mozg"" i mu to odpowiada niech sobie tak zyje ale w granicach swojego panstwa. Nie mam takiej wladzy ale jestem za zakazem wstepu islamistom do Europy.",normal
Wermachtowi też należny wybudować taki pomnik wdzięczności.,normal
"No to widać jak "" pięknie"" pracują. :(",normal
"Czy zostały rozliczone obietnice Tuska wygłoszone w 3 godzinnym expose ?.Podatki miały być obniżane,a podniesiono ok.20 razy.Nie było potrzeby wydłużania wieku emerytalnego,a zaraz po objęciu władzy wydłużono.PIS rządzi dopiero 2 miesiące i wszystkiego nie zrobi od razu.Prezydenta Dudę rozliczano z obietnic już przed zaprzysiężeniem i to samo robi się z rządem.Jest takie powiedzenie - od razu Krakowa  nie zbudowano.",normal
Krytykować może każdy- ale krytyka musi być oparta na faktach .,normal
"Im zacieklej PO walczy z PISem, tym mniejsze ma poparcie, ale zanim ""dzielni obrońcy demokracji"" zorientują się w tej prawidłowości, już ich nie będzie.",normal
"Nasprowadzali obcych, a teraz placz....!",normal
Nieprawdopodobne :(,normal
Nie rozumiem o co chodzi ministrowi.,normal
"Nie dostostosują się, mam 20 lat i zaczynam się naprawdę bać",normal
"Czy Walesa uwaza ludzi dobrze pamietajacy tamte czasy za glupkow? Ze niby On mial swoich agentow w SB, az trodno mi uwierzyc ze czlowiek obdarzony (w czasach solidarnoszi) zaufaniem milonow ludzi byl I jest az takim oglednie mowiac tepakiem. Panie Walesa stracil pan okazje zeby siedziec cicho I zbierac owoce swej watpliwej chwaly.",normal
Szkoda... kto jeszcze z dobrego zespołu TVP Info odejdzie...:(,normal
"PiS już rakiem wycofuje się ze swoich wypowiedzi o nie przyjmowaniu nielegalnych emigrantów. Widać wybory zostały wygrane to można już zacząć robić w bambuko naród. Waszczykowski już mocno złagodził ton i nie mówi już, ze nie przyjmiemy. Mówi obecnie, że tak owszem, że Polska przyjmie, bredzi już tylko o jakichś ""gwarancjach bezpieczeństwa"". W expose B. Szydlo oraz sejmowej przemowie w ten sam dzień J. Kaczyńskiego nie było nic na temat emigrantów - chociaż głównie dzięki przedwyborczym deklaracjom PiS, że nie przyjmą ich, wygrali wybory. A tu nagle cisza jak makiem zasiał... Pytam - jakie jest obecne stanowisko polskiego rządu w tej sprawie?!",normal
pewnie Putin gratuluje mu udanej tajnej współpracy przeciw jedności UE!,normal
"jakich dzialan?? partia?? czy jacys pojedynczy ludzie??? pis nie tylko podsluchiwalo bezprawnie ale i preparowalo dowody....i moge uzyc nazwy partii pis, bo byl to minister sprawiedliwosci ziobro i szef cba kaminski..",normal
Dostał propozycję matrymonialną !,normal
Taki rozmówca musi sam się szanować,normal
"a czy gwalty czy morderstwa , ktore maja miejsce w Polsce czy tez w innych krajach europejskich mozna tlumaczyc  cytujac Biblie? Nie. To jest smieszne, kryminalisci sa wszedzie, niezaleznie od religii, rasy, kultury itp i nie ma to zwaizku z zadna wiara. Alkohol, narkotyki, pornografia, chciwosc, nienawisc, to sa glowne powody przestepstw.",normal
Stan wyjątkowy w czasie wojny?Wzruszyłem się do łez.,normal
gdzie akta - czekamy,normal
"przecież na ten stan kraju złożyło się 26 lat""transformacji""każda ekipa rządząca dokładała do tego swoją cegiełkę,ale ostatnie 8 lat to był był gwóżdż do gospodarczej trumny",normal
"No widać już, że pisowcy przejęli CBOS",normal
Ale czymu w die Welt????,normal
"gdyby TK było niezależnym organem to nie poparłby ""kradzieży "" z OFE  przez Tuska .",normal
"islam to żydowska wersja tory dla ubogich, tak jest, oświecam Was, oni są braćmi w tej samej wierze,",normal
Zobaczył KOD'owców w akcji,normal
"Ostatnio się okazało, że Rosja ma świetne rakiety średniego zasięgu, więc może niech tymi rakietami energię na Krym wysyłają, bo mostu przez cieśninę kerczeńską to raczej szybko nie wybudują.",normal
"Matko, panie Piotrze Duda niech pan da odetchnąć Prezydentowi. Poprzedni jeszcze by zaliczał 100 dni pod żyrandolem. A pan popędza batem. Nasz Prezydent nie leniuchuje , tak jak i pani Premier. Czy pan tego nie widzi?",normal
Oj Putin Putin twoje dni sa policzone wsiadaj na rower i dynamo uruchom bo Krym ci tego nie wybaczy mialo byc pieknie a tu ciemnica sie zrobila,normal
piekna  madra  dziennikarka  płaci  za  prawde  (demokracja),normal
Nareszcie konkret od Prezydenta USA !!,normal
Piotra Kraśko bardzo lubię mimo jego poglądów odmiennych od moich.Szkoda że tak dobry dziennikarz odchodzi.,normal
"Krymskie media donoszą, że niemal na całym terytorium półwyspu nie ma prądu.
..czyli wszyscy prawie są bez prądu???
Dalej czytamy...
 Ukraina dostarcza na zajęty przez Rosjan półwysep 80 proc. potrzebnej mu energii elektrycznej. 
Czyli inaczej 20% nie dostarcza?

Coś nie kumam? Albo lipa albo jest taki wielki odbiorca 80% a ludziska to 20!
Ktoś wyjaśni?",normal
"Może nareszcie innym okiem spojrzą na życie przeciętnego obywatela i skorygują swoje poglądy. Mam dobry temat na niezależną pracę, macie czas popatrzyć na tereny i obszary gdzie siłą prawa niszczyli ludziom miejsca pracy i zostawili do dziś na pastwę losu.
Życzę powodzenia i ciekawych tematów.
Zajrzyjcie tam i popiszcie trochę o ich życiu, odciętych od świata z biedą pokoleniową. Obszary po pegeerach.",normal
Cała Polska krytykuje pis ten sondaż to ŚCIEMA.,normal
Witek się zbyt mało śmiał. Czas odejść.,normal
Chyba oglądał bajkę o Kaczorze Donaldu.,normal
BRAWO PANIE DUDA ..NIE DAĆ SIĘ SKONFLIKTOWAĆ DZIENNIKARZOM!!!!,normal
Ale jaja,normal
"""Kreml oskarża Polskę o przyzwolenie na niszczenie rosyjskich miejsc pamięci ""- polofoby!!! roSSija to baletnica ze spalonego Groznego!!",normal
To nie tablet to ruska gra wilk i zając :D,normal
"Zastanawia mnie, dlaczego podejrzewano , że p.Kraśko pożegna się z pracą. Skąd takie domysły? Nie lubili go ? Za co ? Za fizjonomię ? Za sposób ubierania ? Czy może za bezstronność, tak bezcenną w tym zawodzie  ? Może p. Kraśko razem z p. Lisem powinni otworzyć założyć program: Powiedz mi z jakiej partii jesteś a powiem ci kim jesteś.....",normal
W REFERENDUM ludność Krymu zdecydowała o oderwaniu się od Ukrainy ! ! !,normal
dla Kaczyńskiego to chyba wszystko zabawa,normal
Mam pytanie czy kochasz Jezusa---?,normal
Te 16 bronkobusów już przemalowali?,normal
a co lubisz jak coś drożeje?,normal
Nawet wyborcy PiS są przestraszeni i zaniepokojeni tym co się dzieje w Polsce,normal
"WP pobudka, hello!!! Czy to jest temat na sam topic???
W jakim kraju my żyjemy?? Czy to jest najważniejszy temat w kraju??",normal
"Ta dziennikarka "" ma jaja""...i własny honor.",normal
"Adios...mam to gdzieś, czy pani dwojga nazwisk się użala, czy nie! Pą prazidą Bredzią dał dobrą radę: Niech pani poszuka nowej pracy, to takie proste, czyż nie?",normal
przesympatyczny człowiek...:),normal
"Trzeba trzymać pana Prezydenta , a także panią Premier (szefową kampanii Prezydenckiej) za słowa i  OBIETNICE - w przeciwnym razie  SĄD , TRYBUNAŁ I NIEBYT",normal
Pan Kaczynski to tez czlowiek i smiac sie potrafi a pwenie rozbawil go zart Pana Petru !?,normal
Pierwszy raz w życiu widzę jak Jarek się śmieje :),normal
zobaczył jak kurs franka roście po jego decyzjach.,normal
"Myslisz ze rosjanie krymscy placili zaten prad!ni kopiejki ,tez bym im odlaczyl.",normal
"A czy ktoś rozliczał PO z obietnic przedwyborczych?
A czy ktoś rozliczał SLD z obietnic przedwyborczych?
A czy którykolwiek z tych rządów spełnił swoje obietnice? 
Dla mnie jedynym zadaniem jaki oczekuje od PIS to podatek bankowy (i nie rozumiem dlaczego taki niski) podatek od hipermarketów i zagranicznych spółek (wszystkie podatki mają płacić w Polsce)
Mam gdzieś 500+ a przede wszystkim Frankowiczów (wiedzieli co robią)",normal
BRAWO PANIE KACZYŃSKI TAK TRZYMAJ!!!!!!!!!!!!!!!!!!!!!!!!!!!!!brawo brawo brawo.,normal
pielęgniarka nie może być idiotką,normal
"to do tej pory go nie czytal ?,a moze to byl list pisany przez powstancow donbasu do patroszenki w podobnym stylu.taki tez jest",normal
TYLKO PIS BÓG HONOR OJCZYZNA!!!,normal
"Rosja powinna wysadzić gazociąg i ropociąg, oczywiście rękami nieznanych sprawców...",normal
W dzień wstyd ? Boją się emisji w tv?,normal
Ale niech sam przy tym nie łamie prawa.,normal
"Na PiS głosują tylko ci, którzy dostaną 500 zł na dziecko. Zapytajcie reszty, wtedy wyniki będą wiarygodne.",normal
Kwestie wiary nie wchodza w rachube. PiS gora.,normal
"Zawsze bylem dumny z bycia Polakiem, ale ostatnio moje morały rosną:)
pamietam jak to mowilo sie, ze Polska to niepezpieczny, zacofany kraj, a dzis okazuje sie, ze jestesmy jednym z najbezpieczniejszych krajów w europie i napewno nie jestesmy zacofani, bo przecietny Polak wiedzial jak sie skonczy ta cala akcja. Teraz Europo patrz i ucz sie od Nas, a nie nam paluszkiem grozisz!",normal
"Panie Piotrze, mam nadzieję że szybko inne stacje docenią Pana i znajdzie Pan pracę, gdzie będzie Pan mógł być dziennikarzem, jak do tej pory. Powodzenia",normal
"przyznaję rację, choć nie w całości-- to właśnie styl amerykański zabija nasze piękne polskie święta i zwyczaje z nimi związane....",normal
Może właśnie dlatego Niemcy ich doskonale rozumieją i pomagają. Ja swojemu bratu też zawsze pomogę a nawet zataję pewne fakty aby go chronić.,normal
boży i sprawiedliwy PiS,normal
"Wiesław Dębski

Ukończył studia z dziedziny politologii na Uniwersytecie im. Adama Mickiewicza w Poznaniu. Był pracownikiem Socjalistycznego Związku Studentów Polskich (1979â1982). W latach 1982â1990 pracował dla ""Trybuny Ludu"", był m.in. korespondentem w Moskwie.",normal
Krym dla Rosji. krym zawsze był jest i będzie rosyjski.,normal
"""Państwo Islamskie rozpoczęło wojnę totalną"", czyli jaką sprecyzuj synku.",normal
"Bomber w Polsce jest tylko jeden, zresztą notariusz go i tak by ułaskawił.",normal
CZ JUŻ POSZEDŁ W KAMASZE CZY SIĘ DOPIERO ZBIERA NAJWYŻSZY CZAS BO KARTOFLE W POLU GNIJĄ.,normal
To po to ów jegomość w Sejmie zasiada? Dziwne bo innych krytykowano za zajmowanie się czym innym niż obradami.,normal
Nareszcie! To goscie i widzowie byli ofiarami jej hejtu.,normal
"Kilka dni temu Poroszenko informowal,ze na Ukrainie dzialaja terrorysci.
Dwie grupy zlikwidowal,a trzeciej pozwolil dzialac.",normal
Zgadzam sie z redaktorem,normal
Oczywiście faszyści rosyjscy bo innych nie ma,normal
"kurski poleci po bandzie ...........trzeba będzie stołki naprawić,bo nie tylko stołki będą puste ale też do naprawy",normal
"Rosja najechała zbrojnie sąsiednie państwo, złamała nie tylko międzynarodowe umowy ale co najgorsze złamała umowę z Ukrainę, która to gwarantowała ochronę granic Ukrainy w zamian za zrzeczenie się broni nuklearnej przez Ukrainę. Jarosz jest takim samym agresorem jak Niemcy w 30.latach. Obecnie na wschodzie Ukrainy walczą Rosjanie udając , że są jakimiś noworosyjskimi bojownikami.",normal
a mnie jest szkoda Kraśki :((( czemu Liek jeszcze jest a Kraśko poleciał?,normal
"Dziwne, że władze Krymu nie wiedzą, kto dokonał sabotażu. Przecież to normalne, że dokonali tego członkowie tych grup, które protestują i nawołują do odcięcia dostawy  energii elektrycznej na Krym przez Ukrainę.",normal
Ciekawe dlaczego banderowcy lubią tak znienawidzony ruski gaz.,normal
Kukiz nie poparł rządu pani Szydło i faktycznie brawo :) !!!!!!,normal
"Bardzo profesjonalna i inteligentna dziennikarka. Jedna z niewielu,  która nie traci inicjatywy na rzecz zaproszonych gości.  Przykre, że stała się ofiarą nagonki i to tylko dlatego, że nie boi się zadawać niewygodnych pytań i  najzwyczajniej oczekuje na nie odpowiedzi.",normal
Spytajcie Petru albo Kijewskiego i od razu na ulice demonstrować.Kaczyński nie może się smiać kiedy chce i z kogo chce!,normal
Jestem pewien ze Platforma ze Schetyną na czele odbuduje się i wygra w kolejnych wyborach.,normal
ja   przepracowałam 13 lat w jednej firmie/ prywatyzacja/ a w  następnej 10 lat likwidacja sklepu.od  3 lat nie mam pracy .mam 50 lat i wszędzie jestem za stara.ale zawsze można iść wykładać towar za  5 zł na godzinę.powodzenia w wolnej i demokratycznej  Polsce .,normal
"Niedługo trzeba będzie ich tytułować jak Putina. Kolega był ostatnio w delegacji i umówił, ze większość wypranego społeczeństwa mówi ""milosciwie nam panujący wybrany przez naród w demokratycznych wyborach prezydent Putin"" :D",normal
"""Bardzo często wnioskują indukcyjnie i dostrzegając pewien mało istotny szczegół dochodzą do ogólnych wniosków o zasięgu globalnym. To oczywiście, w przeważającej większości, świetnie wykształceni ludzie. Zdają sobie sprawę, że z faktu, iż jeden wróbel jest szary nie wynika i nigdy wynikać nie będzie, że cała populacja wróbli również jest szara. Mimo to brną w swoje fantasmagorie i nieustannie multiplikują narracje strachu. ""
Panie Ceyrowski wróble są niestety szare i żadne  zaklinanie prawdy w pana stylu  tego faktu  nie zmieni .   Udowadnianie  że wróble  nie są wróblami  tylko rajskimi ptakami to są dopiero fantasmagorie.",normal
Adolf Wissarionowicz miał dużo wyższe poparcie.....,normal
miłość,normal
"Skoro obroncy wolnosci ""sztuki"" tak sa glosni teraz, to bedac przeciez jako tolerancyjni ludzie, nie beda miec nic przeciwko ludziom protestujacym na zewnatrz, nieprawdaz???",normal
komentarz - meritum sprawy . Doskonale po raz pierwszy ktoś podsumowal religie ISLAM . Wszystkim zależy na totalnym konflikcie jak w 622 r. Mahometowi. Sklocic wyznawcow Sunny i Koranu . Brzmi to tak samo jak wyznawcow Mojzesza i Chrystusa.,normal
"Miejsce likwidacji to u was zwyczajowo Katyń ruSSrańcu? Jak się okazało po ""wyzwoleniu"", że rusofilia, której przejawem jest ten słupek nie dała nawet widoków na chleb. Wystarczyło was przegnać i od razu skończyła się reglamentacja.",normal
"""Jest udokumentowany przypadek sprzed tygodnia pewnego profesora kryminologii, który opisywała âFAZâ. Otóz ten kryminolog, który zresztą parę lat temu był ministrem sprawiedliwości w niemieckim landzie, został zaproszony jako ekspert do jednego z głównych kanałów publicznej telewizji. Na wstępie został przez prowadzącą poinformowany, że w rozmowie nie może on poruszyć problemu migrantów. Profesor bardzo się zdziwił i odparł, że to jest raczej niemożliwe, by nie poruszyć tej kwestii w odniesieniu do wydarzeń sylwestrowych, na co prowadząca stwierdziła, że w takim razie rozmowa się nie odbędzieâŚ""",normal
"Gdybym był szefem kontrwywiadu to też kazałbym podsłuchiwać podsłuchiwaczy, bo może to byli  nie krajowi ""demokraci"" ale obce służby? Teraz PiS podchodzi pod ""zakazane drzewo"", to jest OK? Trzeba przyznać, że zamach stanu PiS przygotował perfekcyjnie.",normal
"Sądzę że ten sondaż wcale nie oddaje stanu rzeczywistego.
Poparcie dla PiS sięga na pewno około 70%.Kukiz również ma o wiele wyższe poparcie.I to je fajne:-)",normal
No proszę jaki dobrze poinformowany. Zaglądał przez ramię czy sobie coś wyobraził,normal
"brawo kaczor, nareszcie ktoś ma jaja i pokazuje róznym interesom korporacyjnym palec !!!",normal
Tak trzymać. Brawo!,normal
fajnie że czyta demotywatoy,normal
"W Gdyni już się muzułmanie pojawili, widziałem w centrum na chodniku  jak zaczepiali starsze osoby, był to facet z córką?, ale mogła być jego żoną, gość był bardzo agresywny - policji ""zero"". Myślę, że prawdziwy wysyp nastąpi jak się ociepli.",normal
nie 102 to już ma Petru !,normal
